_id,model_year,make,model,vehicle_class,motor_(kw),transmission,fuel_type,city_(kwh/100_km),highway_(kwh/100_km),combined_(kwh/100_km),city_(le/100_km),highway_(le/100_km),combined_(le/100_km),range_(km),co2_emissions_(g/km),co2_rating,smog_rating,recharge_time_(h),display_name
26093,2024,Porsche,Taycan Turbo S Cross Turismo Mid-size 460 kW Automatic 2-Gear,Mid-size,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,0,10,10,10.5,2024 Porsche Taycan Turbo S Cross Turismo Mid-size 460 kW Automatic 2-Gear
26094,2024,Rivian,"R1S All-Terrain Dual Large (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2024 Rivian R1S All-Terrain Dual Large (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26095,2024,Rivian,"R1S AT Performance Dual Large (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2024 Rivian R1S AT Performance Dual Large (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26096,2024,Rivian,"R1S Dual Large (21"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2024 Rivian R1S Dual Large (21"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26097,2024,Rivian,"R1S Performance Dual Large (21"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2024 Rivian R1S Performance Dual Large (21"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26098,2024,Rivian,"R1S Dual Large (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13,"2024 Rivian R1S Dual Large (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26099,2024,Rivian,"R1S Performance Dual Large (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13,"2024 Rivian R1S Performance Dual Large (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26100,2024,Rivian,"R1S All-Terrain Dual Max (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5,"2024 Rivian R1S All-Terrain Dual Max (20"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26101,2024,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5,"2024 Rivian R1S All-Terrain Performance Dual Max (20"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26102,2024,Rivian,"R1S Dual Max (21"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,14.5,"2024 Rivian R1S Dual Max (21"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26103,2024,Rivian,"R1S Performance Dual Max (21"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,14.5,"2024 Rivian R1S Performance Dual Max (21"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26104,2024,Rivian,"R1S Dual Max (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5,"2024 Rivian R1S Dual Max (22"" Wheels) Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
26105,2024,Rivian,"R1S Performance Dual Max (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5,"2024 Rivian R1S Performance Dual Max (22"" Wheels) Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
26106,2024,Rivian,"R1S Quad Large (20"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13,"2024 Rivian R1S Quad Large (20"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
26107,2024,Rivian,"R1S All-Terrain Quad Large (20"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13,"2024 Rivian R1S All-Terrain Quad Large (20"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
26108,2024,Rivian,"R1S Quad Large (21"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,27.8,31.5,29.5,3.1,3.5,3.3,517,0,10,10,13,"2024 Rivian R1S Quad Large (21"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
26109,2024,Rivian,"R1S Quad Large (22"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13,"2024 Rivian R1S Quad Large (22"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
26110,2024,Rivian,"R1T All-Terrain Dual Large (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2024 Rivian R1T All-Terrain Dual Large (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26111,2024,Rivian,"R1T AT Performance Dual Large (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2024 Rivian R1T AT Performance Dual Large (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26112,2024,Rivian,"R1T Dual Large (21"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2024 Rivian R1T Dual Large (21"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26113,2024,Rivian,"R1T Performance Dual Large (21"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2024 Rivian R1T Performance Dual Large (21"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26114,2024,Rivian,"R1T Dual Large (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13,"2024 Rivian R1T Dual Large (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26115,2024,Rivian,"R1T Performance Dual Large (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13,"2024 Rivian R1T Performance Dual Large (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26116,2024,Rivian,"R1T All-Terrain Dual Max (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5,"2024 Rivian R1T All-Terrain Dual Max (20"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26117,2024,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5,"2024 Rivian R1T All-Terrain Performance Dual Max (20"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26118,2024,Rivian,"R1T Dual Max (21"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,14.5,"2024 Rivian R1T Dual Max (21"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26119,2024,Rivian,"R1T Performance Dual Max (21"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,14.5,"2024 Rivian R1T Performance Dual Max (21"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26120,2024,Rivian,"R1T Dual Max (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5,"2024 Rivian R1T Dual Max (22"" Wheels) Pickup truck: Standard 418 kW Automatic 1-Gear"
26121,2024,Rivian,"R1T Performance Dual Max (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5,"2024 Rivian R1T Performance Dual Max (22"" Wheels) Pickup truck: Standard 496 kW Automatic 1-Gear"
26122,2024,Rivian,"R1T Quad Large (20"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13,"2024 Rivian R1T Quad Large (20"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
26123,2024,Rivian,"R1T All-Terrain Quad Large (20"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13,"2024 Rivian R1T All-Terrain Quad Large (20"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
26124,2024,Rivian,"R1T Quad Large (21"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,0,10,10,13,"2024 Rivian R1T Quad Large (21"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
26125,2024,Rivian,"R1T Quad Large (22"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13,"2024 Rivian R1T Quad Large (22"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
26126,2024,Rolls-Royce,"Spectre (22"" Wheels) Compact 430 kW Automatic 1-Gear",Compact,430,A1,B,27.0,24.2,25.8,3.0,2.7,2.9,468,0,10,10,11,"2024 Rolls-Royce Spectre (22"" Wheels) Compact 430 kW Automatic 1-Gear"
26127,2024,Rolls-Royce,"Spectre (23"" Wheels) Compact 430 kW Automatic 1-Gear",Compact,430,A1,B,29.7,26.5,28.2,3.3,3.0,3.2,428,0,10,10,11,"2024 Rolls-Royce Spectre (23"" Wheels) Compact 430 kW Automatic 1-Gear"
26128,2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels) Compact 485 kW Automatic 1-Gear",Compact,485,A1,B,28.3,25.0,26.8,3.2,2.8,3.0,451,0,10,10,11,"2024 Rolls-Royce Black Badge Spectre (22"" Wheels) Compact 485 kW Automatic 1-Gear"
26129,2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels) Compact 485 kW Automatic 1-Gear",Compact,485,A1,B,29.7,27.1,28.5,3.3,3.0,3.2,425,0,10,10,11,"2024 Rolls-Royce Black Badge Spectre (23"" Wheels) Compact 485 kW Automatic 1-Gear"
26130,2024,Subaru,Solterra AWD Sport utility vehicle: Small 160 kW Automatic 1-Gear,Sport utility vehicle: Small,160,A1,B,18.8,22.6,20.5,2.1,2.5,2.3,359,0,10,10,11,2024 Subaru Solterra AWD Sport utility vehicle: Small 160 kW Automatic 1-Gear
26131,2024,Tesla,Model 3 RWD Mid-size 192 kW Automatic 1-Gear,Mid-size,192,A1,B,15.0,16.8,15.8,1.7,1.9,1.8,438,0,10,10,8.5,2024 Tesla Model 3 RWD Mid-size 192 kW Automatic 1-Gear
26132,2024,Tesla,Model 3 RWD (Import) Mid-size 202 kW Automatic 1-Gear,Mid-size,202,A1,B,14.7,16.2,15.4,1.7,1.8,1.7,438,0,10,10,8.5,2024 Tesla Model 3 RWD (Import) Mid-size 202 kW Automatic 1-Gear
26133,2024,Tesla,Model 3 Long Range AWD Mid-size 276 kW Automatic 1-Gear,Mid-size,276,A1,B,15.3,16.9,16.1,1.7,1.9,1.8,549,0,10,10,10,2024 Tesla Model 3 Long Range AWD Mid-size 276 kW Automatic 1-Gear
26134,2024,Tesla,Model 3 Long Range AWD (Import) Mid-size 280 kW Automatic 1-Gear,Mid-size,280,A1,B,15.5,17.0,16.2,1.7,1.9,1.8,549,0,10,10,10,2024 Tesla Model 3 Long Range AWD (Import) Mid-size 280 kW Automatic 1-Gear
26135,2024,Tesla,Model 3 Performance Mid-size 380 kW Automatic 1-Gear,Mid-size,380,A1,B,17.9,19.6,18.7,2.0,2.2,2.1,478,0,10,10,10,2024 Tesla Model 3 Performance Mid-size 380 kW Automatic 1-Gear
26136,2024,Tesla,Model S Full-size 494 kW Automatic 1-Gear,Full-size,494,A1,B,16.5,18.1,17.2,1.9,2.0,1.9,647,0,10,10,15,2024 Tesla Model S Full-size 494 kW Automatic 1-Gear
26137,2024,Tesla,"Model S Plaid (19"" Wheels) Full-size 750 kW Automatic 1-Gear",Full-size,750,A1,B,18.8,20.4,19.6,2.1,2.3,2.2,578,0,10,10,15,"2024 Tesla Model S Plaid (19"" Wheels) Full-size 750 kW Automatic 1-Gear"
26138,2024,Tesla,"Model S Plaid (21"" Wheels) Full-size 750 kW Automatic 1-Gear",Full-size,750,A1,B,21.0,22.9,21.9,2.4,2.6,2.5,515,0,10,10,15,"2024 Tesla Model S Plaid (21"" Wheels) Full-size 750 kW Automatic 1-Gear"
26139,2024,Tesla,Model X Sport utility vehicle: Standard 494 kW Automatic 1-Gear,Sport utility vehicle: Standard,494,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,539,0,10,10,14,2024 Tesla Model X Sport utility vehicle: Standard 494 kW Automatic 1-Gear
26140,2024,Tesla,"Model X Plaid (20"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear",Sport utility vehicle: Standard,750,A1,B,20.5,22.7,21.5,2.3,2.5,2.4,525,0,10,10,14,"2024 Tesla Model X Plaid (20"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear"
26141,2024,Tesla,"Model X Plaid (22"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear",Sport utility vehicle: Standard,750,A1,B,22.2,24.3,23.2,2.5,2.7,2.6,483,0,10,10,14,"2024 Tesla Model X Plaid (22"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear"
26142,2024,Tesla,Model Y RWD Sport utility vehicle: Small 203 kW Automatic 1-Gear,Sport utility vehicle: Small,203,A1,B,16.6,18.1,17.3,1.9,2.0,1.9,394,0,10,10,8,2024 Tesla Model Y RWD Sport utility vehicle: Small 203 kW Automatic 1-Gear
26143,2024,Tesla,Model Y RWD (Import) Sport utility vehicle: Small 198 kW Automatic 1-Gear,Sport utility vehicle: Small,198,A1,B,17.3,18.6,17.9,1.9,2.1,2.0,386,0,10,10,8,2024 Tesla Model Y RWD (Import) Sport utility vehicle: Small 198 kW Automatic 1-Gear
26144,2024,Tesla,Model Y Long Range AWD Sport utility vehicle: Small 291 kW Automatic 1-Gear,Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2.0,2.0,2.0,497,0,10,10,10,2024 Tesla Model Y Long Range AWD Sport utility vehicle: Small 291 kW Automatic 1-Gear
26145,2024,Tesla,Model Y Long Range AWD (Import) Sport utility vehicle: Small 266 kW Automatic 1-Gear,Sport utility vehicle: Small,266,A1,B,17.0,18.8,17.8,1.9,2.1,2.0,496,0,10,10,10,2024 Tesla Model Y Long Range AWD (Import) Sport utility vehicle: Small 266 kW Automatic 1-Gear
26146,2024,Tesla,Model Y Performance Sport utility vehicle: Small 314 kW Automatic 1-Gear,Sport utility vehicle: Small,314,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459,0,10,10,10,2024 Tesla Model Y Performance Sport utility vehicle: Small 314 kW Automatic 1-Gear
26147,2024,Tesla,Model Y Performance (Import) Sport utility vehicle: Small 314 kW Automatic 1-Gear,Sport utility vehicle: Small,314,A1,B,18.9,21.4,20.0,2.1,2.4,2.2,449,0,10,10,10,2024 Tesla Model Y Performance (Import) Sport utility vehicle: Small 314 kW Automatic 1-Gear
26148,2024,Toyota,bZ4X Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406,0,10,10,11,2024 Toyota bZ4X Sport utility vehicle: Small 150 kW Automatic 1-Gear
26149,2024,Toyota,bZ4X AWD Sport utility vehicle: Small 160 kW Automatic 1-Gear,Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,0,10,10,11,2024 Toyota bZ4X AWD Sport utility vehicle: Small 160 kW Automatic 1-Gear
26150,2024,VinFast,VF8 ECO Sport utility vehicle: Standard 260 kW Automatic 1-Gear,Sport utility vehicle: Standard,260,A1,B,26.4,29.5,27.8,3.0,3.3,3.1,425,0,10,10,12,2024 VinFast VF8 ECO Sport utility vehicle: Standard 260 kW Automatic 1-Gear
26151,2024,VinFast,VF8 PLUS Sport utility vehicle: Standard 260 kW Automatic 1-Gear,Sport utility vehicle: Standard,260,A1,B,28.4,30.8,29.5,3.2,3.5,3.3,356,0,10,10,12,2024 VinFast VF8 PLUS Sport utility vehicle: Standard 260 kW Automatic 1-Gear
26152,2024,VinFast,VF8 PLUS Performance Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391,0,10,10,12,2024 VinFast VF8 PLUS Performance Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26153,2024,VinFast,VF9 ECO Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,26.6,29.5,27.9,3.0,3.3,3.1,531,0,10,10,15,2024 VinFast VF9 ECO Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26154,2024,VinFast,VF9 PLUS Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,29.4,31.9,30.5,3.3,3.6,3.4,468,0,10,10,15,2024 VinFast VF9 PLUS Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26155,2024,Volkswagen,ID.4 Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6,2024 Volkswagen ID.4 Sport utility vehicle: Small 150 kW Automatic 1-Gear
26156,2024,Volkswagen,ID.4 S Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6,2024 Volkswagen ID.4 S Sport utility vehicle: Small 150 kW Automatic 1-Gear
26157,2024,Volkswagen,ID.4 Pro Sport utility vehicle: Small 210 kW Automatic 1-Gear,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8,2024 Volkswagen ID.4 Pro Sport utility vehicle: Small 210 kW Automatic 1-Gear
26158,2024,Volkswagen,ID.4 Pro S Sport utility vehicle: Small 210 kW Automatic 1-Gear,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8,2024 Volkswagen ID.4 Pro S Sport utility vehicle: Small 210 kW Automatic 1-Gear
26159,2024,Volkswagen,ID.4 AWD Pro Sport utility vehicle: Small 250 kW Automatic 1-Gear,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8,2024 Volkswagen ID.4 AWD Pro Sport utility vehicle: Small 250 kW Automatic 1-Gear
26160,2024,Volkswagen,ID.4 AWD Pro S Sport utility vehicle: Small 250 kW Automatic 1-Gear,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8,2024 Volkswagen ID.4 AWD Pro S Sport utility vehicle: Small 250 kW Automatic 1-Gear
26161,2024,Volvo,C40 Recharge Sport utility vehicle: Small 185 kW Automatic 1-Gear,Sport utility vehicle: Small,185,A1,B,17.8,21.8,19.6,2.0,2.4,2.2,478,0,10,10,8,2024 Volvo C40 Recharge Sport utility vehicle: Small 185 kW Automatic 1-Gear
26162,2024,Volvo,C40 Recharge Twin Sport utility vehicle: Small 300 kW Automatic 1-Gear,Sport utility vehicle: Small,300,A1,B,19.8,23.0,21.2,2.2,2.6,2.4,414,0,10,10,8,2024 Volvo C40 Recharge Twin Sport utility vehicle: Small 300 kW Automatic 1-Gear
26163,2024,Volvo,XC40 Recharge Sport utility vehicle: Small 185 kW Automatic 1-Gear,Sport utility vehicle: Small,185,A1,B,17.8,22.0,19.7,2.0,2.5,2.2,472,0,10,10,8,2024 Volvo XC40 Recharge Sport utility vehicle: Small 185 kW Automatic 1-Gear
26164,2024,Volvo,XC40 Recharge Twin Sport utility vehicle: Small 300 kW Automatic 1-Gear,Sport utility vehicle: Small,300,A1,B,19.8,23.4,21.4,2.2,2.6,2.4,409,0,10,10,8,2024 Volvo XC40 Recharge Twin Sport utility vehicle: Small 300 kW Automatic 1-Gear
26165,2025,Audi,A6 60 e-tron Full-size 315 kW Automatic 1-Gear,Full-size,315,A1,B,19.1,20.5,19.7,2.1,2.3,2.2,536,0,10,10,14.5,2025 Audi A6 60 e-tron Full-size 315 kW Automatic 1-Gear
26166,2025,Audi,A6 60 e-tron ultra Full-size 315 kW Automatic 1-Gear,Full-size,315,A1,B,16.8,18.1,17.4,1.9,2.0,2.0,607,0,10,10,14.5,2025 Audi A6 60 e-tron ultra Full-size 315 kW Automatic 1-Gear
26167,2025,Audi,Q4 45 e-tron Sport utility vehicle: Standard 210 kW Automatic 1-Gear,Sport utility vehicle: Standard,210,A1,B,16.8,20.1,18.3,1.9,2.3,2.1,463,0,10,10,12,2025 Audi Q4 45 e-tron Sport utility vehicle: Standard 210 kW Automatic 1-Gear
26168,2025,Audi,Q4 55 e-tron quattro Sport utility vehicle: Standard 250 kW Automatic 1-Gear,Sport utility vehicle: Standard,250,A1,B,19.5,22.8,21.0,2.2,2.6,2.4,414,0,10,10,12,2025 Audi Q4 55 e-tron quattro Sport utility vehicle: Standard 250 kW Automatic 1-Gear
26169,2025,Audi,Q4 Sportback 55 e-tron quattro Sport utility vehicle: Standard 250 kW Automatic 1-Gear,Sport utility vehicle: Standard,250,A1,B,19.5,22.8,21.0,2.2,2.6,2.4,414,0,10,10,12,2025 Audi Q4 Sportback 55 e-tron quattro Sport utility vehicle: Standard 250 kW Automatic 1-Gear
26170,2025,Audi,"Q6 60 e-tron quattro (19"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear",Sport utility vehicle: Standard,315,A1,B,20.0,22.5,21.2,2.3,2.5,2.4,494,0,10,10,14,"2025 Audi Q6 60 e-tron quattro (19"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear"
26171,2025,Audi,"Q6 60 e-tron quattro (20"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear",Sport utility vehicle: Standard,315,A1,B,20.6,23.6,21.9,2.3,2.7,2.5,475,0,10,10,14,"2025 Audi Q6 60 e-tron quattro (20"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear"
26172,2025,Audi,"Q6 Sportback 60 e-tron quattro (19"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear",Sport utility vehicle: Standard,315,A1,B,19.2,21.6,20.3,2.2,2.4,2.3,513,0,10,10,14,"2025 Audi Q6 Sportback 60 e-tron quattro (19"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear"
26173,2025,Audi,"Q6 Sportback 60 e-tron quattro (20"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear",Sport utility vehicle: Standard,315,A1,B,20.1,22.8,21.3,2.3,2.6,2.4,491,0,10,10,14,"2025 Audi Q6 Sportback 60 e-tron quattro (20"" Wheels) Sport utility vehicle: Standard 315 kW Automatic 1-Gear"
26174,2025,Audi,"Q8 e-tron (20"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear",Sport utility vehicle: Standard,300,A1,B,27.2,26.1,26.7,3.1,2.9,3.0,438,0,10,10,16,"2025 Audi Q8 e-tron (20"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear"
26175,2025,Audi,"Q8 e-tron (21"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear",Sport utility vehicle: Standard,300,A1,B,30.4,28.9,29.8,3.4,3.2,3.3,397,0,10,10,16,"2025 Audi Q8 e-tron (21"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear"
26176,2025,Audi,"Q8 Sportback e-tron (20"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear",Sport utility vehicle: Standard,300,A1,B,27.2,26.1,26.7,3.1,2.9,3.0,438,0,10,10,16,"2025 Audi Q8 Sportback e-tron (20"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear"
26177,2025,Audi,"Q8 Sportback e-tron (21"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear",Sport utility vehicle: Standard,300,A1,B,30.4,28.9,29.8,3.4,3.2,3.3,397,0,10,10,16,"2025 Audi Q8 Sportback e-tron (21"" Wheels) Sport utility vehicle: Standard 300 kW Automatic 1-Gear"
26178,2025,Audi,RS e-tron GT quattro performance Subcompact 435 kW Automatic 1-Gear,Subcompact,435,A1,B,24.8,25.5,25.1,2.8,2.9,2.8,446,0,10,10,15.5,2025 Audi RS e-tron GT quattro performance Subcompact 435 kW Automatic 1-Gear
26179,2025,Audi,"S e-tron GT (20"" Wheels) Subcompact 435 kW Automatic 1-Gear",Subcompact,435,A1,B,23.0,23.9,23.4,2.6,2.7,2.6,483,0,10,10,15.5,"2025 Audi S e-tron GT (20"" Wheels) Subcompact 435 kW Automatic 1-Gear"
26180,2025,Audi,"S e-tron GT (21"" Wheels) Subcompact 435 kW Automatic 1-Gear",Subcompact,435,A1,B,23.4,24.5,23.9,2.6,2.8,2.7,473,0,10,10,15.5,"2025 Audi S e-tron GT (21"" Wheels) Subcompact 435 kW Automatic 1-Gear"
